order_id,order_date,customer_id,gender,age,city,product_category,price,quantity,payment_mode,rating,revenue
68,1/3/2022 19:00,6562,Female,54,Chennai,Beauty,248,2,UPI,2.1,496
69,1/3/2022 20:00,7687,Female,61,Mumbai,Beauty,3643,4,COD,3.2,14572
70,1/3/2022 21:00,5984,Male,50,Chennai,Home,4368,1,UPI,2.1,4368
71,1/3/2022 22:00,5353,Female,41,Hyderabad,Grocery,4467,4,Credit Card,3,17868
72,1/3/2022 23:00,6441,Female,63,Mumbai,Grocery,4236,1,Debit Card,2.9,4236
73,1/4/2022 0:00,5071,Female,51,Bangalore,Electronics,1751,1,UPI,4.3,1751
74,1/4/2022 1:00,5009,Male,25,Hyderabad,Fashion,3256,3,UPI,3.7,9768
75,1/4/2022 2:00,3105,Male,34,Hyderabad,Sports,1059,2,UPI,4.4,2118
76,1/4/2022 3:00,7435,Female,42,Mumbai,Beauty,3113,2,UPI,4.2,6226
77,1/4/2022 4:00,4942,Female,32,Pune,Fashion,2888,1,UPI,1.1,2888
78,1/4/2022 5:00,4191,Male,55,Mumbai,Home,1599,4,COD,2,6396
79,1/4/2022 6:00,7923,Female,60,Pune,Grocery,2395,5,COD,3.3,11975
80,1/4/2022 7:00,1430,Male,62,Bangalore,Home,186,2,UPI,2.3,372
81,1/4/2022 8:00,5187,Male,53,Bangalore,Beauty,2730,3,COD,4.1,8190
82,1/4/2022 9:00,7016,Female,58,Pune,Grocery,1472,5,Credit Card,3.7,7360
83,1/4/2022 10:00,3446,Female,57,Delhi,Fashion,4962,5,Credit Card,1.9,24810
84,1/4/2022 11:00,3659,Female,31,Bangalore,Home,1551,3,COD,4.1,4653
85,1/4/2022 12:00,2589,Female,54,Kolkata,Electronics,2432,3,COD,1.1,7296
86,1/4/2022 13:00,3956,Male,64,Chennai,Grocery,2453,5,UPI,4.1,12265
87,1/4/2022 14:00,3681,Male,18,Bangalore,Electronics,893,1,COD,3.4,893
88,1/4/2022 15:00,5180,Female,61,Mumbai,Beauty,4954,1,Debit Card,3.2,4954
89,1/4/2022 16:00,3251,Male,62,Pune,Home,4006,5,Credit Card,2.7,20030
90,1/4/2022 17:00,5420,Male,22,Pune,Electronics,1864,5,COD,1.1,9320
91,1/4/2022 18:00,5870,Male,22,Kolkata,Sports,3393,2,UPI,4.8,6786
92,1/4/2022 19:00,2071,Female,45,Bangalore,Beauty,2021,5,COD,3.1,10105
93,1/4/2022 20:00,5735,Male,62,Bangalore,Grocery,4326,5,Debit Card,1.1,21630
94,1/4/2022 21:00,7132,Female,44,Delhi,Fashion,3680,1,Credit Card,1.1,3680
95,1/4/2022 22:00,6251,Female,53,Chennai,Beauty,3483,4,COD,4.3,13932
96,1/4/2022 23:00,6068,Male,45,Chennai,Sports,2186,4,UPI,3.4,8744
97,1/5/2022 0:00,2204,Female,49,Delhi,Electronics,4183,5,UPI,3.6,20915
98,1/5/2022 1:00,7120,Male,42,Kolkata,Home,645,5,UPI,4.2,3225
99,1/5/2022 2:00,4918,Female,61,Delhi,Sports,4156,3,Debit Card,2.2,12468
100,1/5/2022 3:00,2167,Male,28,Hyderabad,Beauty,1266,3,UPI,3.1,3798
101,1/5/2022 4:00,2684,Male,55,Hyderabad,Fashion,642,5,Debit Card,3.5,3210
102,1/5/2022 5:00,4299,Female,49,Delhi,Home,1057,4,Debit Card,1,4228
103,1/5/2022 6:00,7935,Female,53,Pune,Fashion,4550,4,UPI,2.6,18200
104,1/5/2022 7:00,3767,Male,59,Delhi,Sports,4578,4,COD,3.7,18312
105,1/5/2022 8:00,3957,Female,32,Bangalore,Home,4457,5,UPI,2.5,22285
106,1/5/2022 9:00,5469,Female,35,Hyderabad,Fashion,1553,1,Debit Card,3.8,1553
107,1/5/2022 10:00,6973,Male,59,Kolkata,Home,3820,1,UPI,2,3820
108,1/5/2022 11:00,1560,Male,45,Mumbai,Electronics,4934,1,COD,2,4934
109,1/5/2022 12:00,6425,Female,19,Bangalore,Home,3067,4,COD,3.4,12268
110,1/5/2022 13:00,2605,Male,31,Chennai,Beauty,4542,5,COD,2.6,22710
111,1/5/2022 14:00,7313,Male,40,Chennai,Home,4788,1,Debit Card,4.8,4788
112,1/5/2022 15:00,6795,Male,45,Hyderabad,Sports,3804,5,Credit Card,2.4,19020
113,1/5/2022 16:00,2472,Male,59,Pune,Sports,2412,3,COD,1.7,7236
114,1/5/2022 17:00,4678,Male,61,Hyderabad,Sports,4616,1,UPI,3.4,4616
115,1/5/2022 18:00,1256,Female,52,Hyderabad,Home,2130,4,COD,1.6,8520
116,1/5/2022 19:00,7001,Female,45,Pune,Grocery,4400,2,Credit Card,1.4,8800
117,1/5/2022 20:00,4762,Female,50,Bangalore,Electronics,3572,3,COD,3.4,10716
118,1/5/2022 21:00,6412,Male,43,Pune,Fashion,4723,3,UPI,3.6,14169
119,1/5/2022 22:00,2954,Female,31,Mumbai,Electronics,3975,3,UPI,2.2,11925
120,1/5/2022 23:00,1816,Male,36,Chennai,Home,580,2,UPI,4.4,1160
121,1/6/2022 0:00,3435,Male,27,Delhi,Electronics,1806,2,COD,2.6,3612
122,1/6/2022 1:00,2634,Female,35,Kolkata,Grocery,4419,5,Debit Card,2,22095
123,1/6/2022 2:00,1973,Male,49,Mumbai,Sports,185,2,COD,2.3,370
124,1/6/2022 3:00,5464,Female,24,Chennai,Home,4463,4,Credit Card,2.6,17852
125,1/6/2022 4:00,3023,Female,39,Chennai,Home,2880,4,COD,4.4,11520
126,1/6/2022 5:00,3965,Male,31,Pune,Home,611,5,Debit Card,4.7,3055
127,1/6/2022 6:00,1201,Female,44,Hyderabad,Fashion,1540,1,UPI,4.7,1540
128,1/6/2022 7:00,3431,Male,25,Bangalore,Electronics,2994,5,COD,1.6,14970
129,1/6/2022 8:00,6632,Female,48,Pune,Home,3985,4,UPI,3.6,15940
130,1/6/2022 9:00,7026,Female,32,Delhi,Sports,4939,4,Credit Card,3.3,19756
131,1/6/2022 10:00,3418,Male,52,Kolkata,Home,4828,4,COD,3.1,19312
132,1/6/2022 11:00,5651,Female,27,Pune,Beauty,4611,2,UPI,2.3,9222
133,1/6/2022 12:00,6050,Male,33,Hyderabad,Home,2773,4,Debit Card,4.2,11092
134,1/6/2022 13:00,4455,Male,52,Hyderabad,Electronics,414,4,COD,4.6,1656
135,1/6/2022 14:00,7167,Male,52,Delhi,Home,2322,5,Debit Card,4.1,11610
136,1/6/2022 15:00,6819,Male,57,Mumbai,Fashion,3973,5,COD,3.9,19865
137,1/6/2022 16:00,5226,Female,44,Delhi,Grocery,4387,2,Credit Card,4.9,8774
138,1/6/2022 17:00,7521,Male,32,Hyderabad,Home,3423,1,UPI,4.5,3423
139,1/6/2022 18:00,7242,Male,46,Pune,Grocery,2681,3,Debit Card,1.5,8043
140,1/6/2022 19:00,1931,Male,30,Chennai,Sports,345,5,COD,4.4,1725
141,1/6/2022 20:00,7878,Male,33,Hyderabad,Grocery,1506,3,Debit Card,1.6,4518
142,1/6/2022 21:00,7267,Male,49,Pune,Beauty,3838,3,Debit Card,1.9,11514
143,1/6/2022 22:00,2987,Male,62,Chennai,Grocery,4361,1,COD,4.7,4361
144,1/6/2022 23:00,7738,Female,60,Delhi,Grocery,1170,3,COD,3.4,3510
145,1/7/2022 0:00,7062,Male,39,Bangalore,Fashion,4065,2,Debit Card,2.2,8130
146,1/7/2022 1:00,3787,Female,26,Delhi,Grocery,3823,1,UPI,1.8,3823
147,1/7/2022 2:00,5305,Female,48,Pune,Grocery,4174,1,COD,4.3,4174
148,1/7/2022 3:00,3610,Male,28,Chennai,Beauty,1058,4,COD,2.6,4232
149,1/7/2022 4:00,6531,Female,59,Bangalore,Sports,2660,5,UPI,2.8,13300
150,1/7/2022 5:00,7926,Female,34,Delhi,Electronics,3873,4,UPI,3.4,15492
151,1/7/2022 6:00,7849,Male,56,Delhi,Home,3960,4,Debit Card,2.6,15840
152,1/7/2022 7:00,7922,Female,48,Delhi,Sports,1316,4,Debit Card,2.5,5264
153,1/7/2022 8:00,5182,Female,48,Pune,Home,4037,4,COD,3,16148
154,1/7/2022 9:00,5968,Male,60,Delhi,Home,1600,1,UPI,1.8,1600
155,1/7/2022 10:00,3059,Male,20,Hyderabad,Beauty,410,1,COD,2.9,410
156,1/7/2022 11:00,7914,Female,60,Bangalore,Electronics,3769,1,Credit Card,4.5,3769
157,1/7/2022 12:00,1307,Male,23,Hyderabad,Fashion,3668,1,COD,2.7,3668
158,1/7/2022 13:00,6200,Female,53,Mumbai,Grocery,1101,5,Credit Card,1.7,5505
159,1/7/2022 14:00,7176,Male,43,Chennai,Sports,4284,4,UPI,4.3,17136
160,1/7/2022 15:00,6302,Male,43,Kolkata,Electronics,4846,4,Debit Card,4,19384
161,1/7/2022 16:00,2152,Female,24,Pune,Home,3007,2,Credit Card,4.9,6014
162,1/7/2022 17:00,7950,Male,45,Chennai,Sports,4702,4,Credit Card,1.7,18808
163,1/7/2022 18:00,1275,Female,54,Chennai,Grocery,3769,2,UPI,4.4,7538
164,1/7/2022 19:00,6294,Female,27,Hyderabad,Sports,301,1,Credit Card,3.7,301
165,1/7/2022 20:00,6674,Male,63,Delhi,Sports,4800,2,UPI,4.3,9600
166,1/7/2022 21:00,6491,Female,57,Chennai,Beauty,3735,3,Debit Card,1.3,11205
167,1/7/2022 22:00,2208,Female,63,Chennai,Beauty,1031,5,UPI,3,5155
168,1/7/2022 23:00,3492,Female,61,Kolkata,Home,2756,4,Debit Card,3.5,11024
169,1/8/2022 0:00,3536,Female,24,Hyderabad,Home,4055,4,Debit Card,2.5,16220
170,1/8/2022 1:00,7430,Male,30,Mumbai,Beauty,2453,3,COD,1.9,7359
171,1/8/2022 2:00,6400,Female,50,Chennai,Electronics,838,4,Debit Card,4.3,3352
172,1/8/2022 3:00,1637,Male,53,Bangalore,Fashion,2663,4,COD,2,10652
173,1/8/2022 4:00,1770,Male,44,Pune,Sports,4883,3,UPI,4.7,14649
174,1/8/2022 5:00,1094,Male,35,Bangalore,Grocery,2085,1,COD,2.5,2085
175,1/8/2022 6:00,4298,Male,34,Pune,Sports,3791,1,Debit Card,2,3791
176,1/8/2022 7:00,6995,Female,49,Bangalore,Fashion,806,3,Debit Card,2.8,2418
177,1/8/2022 8:00,7000,Female,22,Kolkata,Grocery,2464,1,Credit Card,3.2,2464
178,1/8/2022 9:00,3344,Female,25,Chennai,Sports,2686,4,Debit Card,1,10744
179,1/8/2022 10:00,6448,Male,46,Kolkata,Grocery,1942,4,COD,2.2,7768
180,1/8/2022 11:00,4091,Male,48,Bangalore,Electronics,2359,2,Debit Card,4.6,4718
181,1/8/2022 12:00,5703,Male,47,Hyderabad,Beauty,2525,2,Debit Card,1.6,5050
182,1/8/2022 13:00,4912,Male,57,Kolkata,Electronics,4534,1,Credit Card,2.7,4534
183,1/8/2022 14:00,2434,Female,61,Pune,Fashion,3240,4,Debit Card,2.4,12960
184,1/8/2022 15:00,7594,Female,45,Pune,Electronics,1177,5,Credit Card,1.6,5885
185,1/8/2022 16:00,6368,Male,32,Kolkata,Grocery,1021,3,Credit Card,2.7,3063
186,1/8/2022 17:00,1180,Female,64,Mumbai,Home,460,1,COD,4,460
187,1/8/2022 18:00,3371,Female,23,Kolkata,Grocery,4787,5,Credit Card,3,23935
188,1/8/2022 19:00,4854,Male,56,Kolkata,Electronics,2215,4,COD,2.1,8860
189,1/8/2022 20:00,5845,Female,49,Hyderabad,Grocery,3530,1,Credit Card,2.9,3530
190,1/8/2022 21:00,3187,Female,57,Kolkata,Beauty,3528,1,UPI,1.5,3528
191,1/8/2022 22:00,6116,Female,55,Bangalore,Sports,3368,4,Credit Card,1.1,13472
192,1/8/2022 23:00,3646,Male,52,Kolkata,Fashion,3653,3,Credit Card,1.9,10959
193,1/9/2022 0:00,4533,Female,33,Delhi,Beauty,4210,3,Credit Card,4.6,12630
194,1/9/2022 1:00,3937,Female,50,Kolkata,Electronics,4649,1,Credit Card,3.9,4649
195,1/9/2022 2:00,2645,Male,62,Kolkata,Sports,2823,1,Credit Card,2.9,2823
196,1/9/2022 3:00,5939,Male,45,Delhi,Sports,2388,3,Debit Card,1.1,7164
197,1/9/2022 4:00,7840,Male,43,Mumbai,Electronics,2855,4,Credit Card,1.4,11420
198,1/9/2022 5:00,2552,Female,41,Hyderabad,Home,1480,5,Debit Card,1.3,7400
199,1/9/2022 6:00,4224,Male,43,Mumbai,Electronics,436,3,Credit Card,1.1,1308
200,1/9/2022 7:00,6021,Male,37,Pune,Sports,3340,4,Debit Card,4.8,13360
201,1/9/2022 8:00,3197,Female,28,Chennai,Beauty,1160,3,Debit Card,2.2,3480
202,1/9/2022 9:00,2134,Male,63,Chennai,Home,793,5,COD,1.8,3965
203,1/9/2022 10:00,1025,Male,56,Bangalore,Home,2611,4,UPI,2.9,10444
204,1/9/2022 11:00,2488,Female,30,Delhi,Fashion,1033,1,Debit Card,1.9,1033
205,1/9/2022 12:00,1956,Female,31,Kolkata,Grocery,944,5,Credit Card,3.2,4720
206,1/9/2022 13:00,2913,Male,20,Mumbai,Electronics,537,2,Credit Card,2.6,1074
207,1/9/2022 14:00,3934,Male,24,Pune,Grocery,3654,5,Credit Card,1.8,18270
208,1/9/2022 15:00,6237,Female,62,Bangalore,Electronics,4866,5,Credit Card,3.2,24330
209,1/9/2022 16:00,2469,Male,35,Mumbai,Grocery,1025,5,Credit Card,4.5,5125
210,1/9/2022 17:00,6715,Female,30,Chennai,Beauty,4779,3,Credit Card,2.6,14337
211,1/9/2022 18:00,3721,Male,48,Mumbai,Sports,2825,4,Credit Card,1.5,11300
212,1/9/2022 19:00,2896,Male,43,Pune,Beauty,4331,4,Credit Card,2.5,17324
213,1/9/2022 20:00,1928,Female,43,Hyderabad,Grocery,3048,1,Credit Card,2.5,3048
214,1/9/2022 21:00,6627,Female,41,Pune,Beauty,1455,3,Debit Card,2.8,4365
215,1/9/2022 22:00,3811,Female,32,Bangalore,Beauty,3071,4,Credit Card,4,12284
216,1/9/2022 23:00,7265,Female,43,Pune,Grocery,4180,3,Credit Card,4.7,12540
217,1/10/2022 0:00,6446,Female,47,Hyderabad,Sports,1798,5,UPI,4.1,8990
218,1/10/2022 1:00,1469,Male,20,Bangalore,Home,1792,5,Debit Card,3,8960
219,1/10/2022 2:00,3335,Male,33,Hyderabad,Electronics,2235,4,Debit Card,2.2,8940
220,1/10/2022 3:00,1525,Male,49,Mumbai,Home,4422,1,Credit Card,4,4422
221,1/10/2022 4:00,2863,Male,57,Kolkata,Grocery,3986,1,UPI,1.6,3986
222,1/10/2022 5:00,2720,Female,40,Bangalore,Beauty,1023,1,Debit Card,1.1,1023
223,1/10/2022 6:00,6272,Female,33,Pune,Fashion,3035,3,Debit Card,1.7,9105
224,1/10/2022 7:00,1591,Female,38,Mumbai,Beauty,4301,3,Debit Card,2.4,12903
225,1/10/2022 8:00,7185,Male,43,Kolkata,Fashion,2387,5,Credit Card,3.2,11935
226,1/10/2022 9:00,3322,Female,42,Bangalore,Beauty,536,3,UPI,1.1,1608
227,1/10/2022 10:00,4510,Male,64,Delhi,Fashion,4368,2,COD,4.7,8736
228,1/10/2022 11:00,1207,Male,57,Kolkata,Beauty,4886,4,UPI,3.8,19544
229,1/10/2022 12:00,7923,Male,47,Pune,Electronics,108,2,UPI,4.8,216
230,1/10/2022 13:00,5262,Male,33,Mumbai,Beauty,1073,5,Credit Card,2.7,5365
231,1/10/2022 14:00,7255,Female,30,Bangalore,Home,3708,3,COD,2.6,11124
232,1/10/2022 15:00,4421,Male,27,Delhi,Fashion,4086,4,Debit Card,4.1,16344
233,1/10/2022 16:00,5089,Female,21,Delhi,Electronics,1824,5,UPI,2.7,9120
234,1/10/2022 17:00,6249,Female,35,Hyderabad,Grocery,356,3,Debit Card,4.9,1068
235,1/10/2022 18:00,7879,Male,18,Bangalore,Fashion,4564,2,UPI,3.9,9128
236,1/10/2022 19:00,2910,Female,29,Delhi,Home,4714,2,Debit Card,3.2,9428
237,1/10/2022 20:00,3860,Male,36,Kolkata,Electronics,1493,3,Credit Card,2.2,4479
238,1/10/2022 21:00,1216,Female,59,Pune,Grocery,2901,1,Credit Card,2,2901
239,1/10/2022 22:00,1024,Male,62,Pune,Sports,4609,3,COD,1.8,13827
240,1/10/2022 23:00,5163,Male,50,Chennai,Home,2401,1,UPI,4.9,2401
241,1/11/2022 0:00,4026,Male,29,Mumbai,Sports,1826,2,Credit Card,2.1,3652
242,1/11/2022 1:00,6103,Female,50,Chennai,Fashion,4581,4,UPI,1.3,18324
243,1/11/2022 2:00,3282,Male,31,Mumbai,Sports,2135,2,UPI,1.8,4270
244,1/11/2022 3:00,2740,Male,33,Mumbai,Fashion,3417,5,COD,1.4,17085
245,1/11/2022 4:00,7118,Male,28,Chennai,Electronics,3280,5,COD,4.3,16400
246,1/11/2022 5:00,5387,Male,38,Bangalore,Beauty,1612,1,Credit Card,4.3,1612
247,1/11/2022 6:00,6846,Female,42,Delhi,Fashion,3242,3,UPI,2.2,9726
248,1/11/2022 7:00,6118,Male,44,Chennai,Home,4446,2,UPI,3.8,8892
249,1/11/2022 8:00,7845,Female,43,Chennai,Beauty,2143,2,UPI,3.7,4286
250,1/11/2022 9:00,4781,Male,61,Bangalore,Beauty,602,5,Credit Card,4.5,3010
251,1/11/2022 10:00,3775,Female,38,Delhi,Fashion,1383,5,Debit Card,2.2,6915
252,1/11/2022 11:00,3603,Male,27,Bangalore,Sports,2678,1,Credit Card,1.9,2678
253,1/11/2022 12:00,7176,Male,62,Hyderabad,Grocery,2472,3,UPI,4.4,7416
254,1/11/2022 13:00,6736,Female,51,Chennai,Fashion,4446,2,Credit Card,4.5,8892
255,1/11/2022 14:00,7356,Female,31,Chennai,Home,179,5,Debit Card,2.7,895
256,1/11/2022 15:00,2162,Male,55,Delhi,Home,1121,5,UPI,1.7,5605
257,1/11/2022 16:00,6814,Male,23,Pune,Grocery,2006,2,Credit Card,4.2,4012
258,1/11/2022 17:00,5075,Female,43,Bangalore,Home,179,3,COD,3.1,537
259,1/11/2022 18:00,6541,Female,38,Pune,Home,2738,5,Debit Card,1.8,13690
260,1/11/2022 19:00,1623,Male,57,Mumbai,Grocery,1777,2,COD,1.1,3554
261,1/11/2022 20:00,1770,Male,56,Hyderabad,Grocery,1044,4,Credit Card,3.9,4176
262,1/11/2022 21:00,6659,Female,35,Kolkata,Grocery,4048,3,Debit Card,1.2,12144
263,1/11/2022 22:00,5051,Male,34,Bangalore,Sports,4897,3,UPI,2.5,14691
264,1/11/2022 23:00,2241,Female,46,Chennai,Sports,198,5,Debit Card,4.3,990
265,1/12/2022 0:00,3711,Male,52,Mumbai,Home,1775,1,COD,2.3,1775
266,1/12/2022 1:00,1821,Female,48,Bangalore,Grocery,4647,1,UPI,1.1,4647
267,1/12/2022 2:00,5403,Male,58,Hyderabad,Fashion,1601,3,Credit Card,4.1,4803
268,1/12/2022 3:00,2198,Male,37,Hyderabad,Home,2556,5,UPI,1.2,12780
269,1/12/2022 4:00,6268,Male,19,Mumbai,Beauty,1062,5,COD,1,5310
270,1/12/2022 5:00,3997,Male,40,Mumbai,Beauty,3500,2,Debit Card,1.7,7000
271,1/12/2022 6:00,6661,Female,37,Kolkata,Beauty,2352,2,Credit Card,3.6,4704
272,1/12/2022 7:00,3595,Female,63,Kolkata,Beauty,289,4,UPI,3.7,1156
273,1/12/2022 8:00,1807,Male,36,Kolkata,Electronics,220,5,COD,2.3,1100
274,1/12/2022 9:00,4465,Male,18,Pune,Beauty,3471,4,Debit Card,1.3,13884
275,1/12/2022 10:00,3121,Female,58,Mumbai,Beauty,3160,5,COD,3.2,15800
276,1/12/2022 11:00,5393,Female,19,Kolkata,Grocery,2443,3,Debit Card,4,7329
277,1/12/2022 12:00,4886,Female,61,Pune,Grocery,2925,3,UPI,2.5,8775
278,1/12/2022 13:00,1730,Female,23,Chennai,Sports,1085,3,UPI,2,3255
279,1/12/2022 14:00,7066,Female,50,Pune,Fashion,4685,1,Credit Card,2.6,4685
280,1/12/2022 15:00,2795,Female,20,Mumbai,Fashion,4685,3,Credit Card,3.7,14055
281,1/12/2022 16:00,2823,Female,61,Kolkata,Home,1855,4,Debit Card,3,7420
282,1/12/2022 17:00,7921,Female,28,Delhi,Home,4774,4,COD,3.9,19096
283,1/12/2022 18:00,4466,Female,35,Mumbai,Beauty,4196,1,UPI,1.7,4196
284,1/12/2022 19:00,4611,Male,33,Delhi,Sports,932,5,Debit Card,4.3,4660
285,1/12/2022 20:00,5525,Female,25,Hyderabad,Fashion,3998,2,UPI,1.6,7996
286,1/12/2022 21:00,1199,Female,19,Pune,Fashion,3449,2,Debit Card,1.2,6898
287,1/12/2022 22:00,2447,Male,31,Delhi,Beauty,1339,3,Credit Card,4.5,4017
288,1/12/2022 23:00,6181,Female,37,Delhi,Electronics,1621,3,UPI,3.3,4863
289,1/13/2022 0:00,3389,Male,60,Delhi,Beauty,2104,5,UPI,1,10520
290,1/13/2022 1:00,5961,Male,51,Kolkata,Grocery,1765,2,Debit Card,3.6,3530
291,1/13/2022 2:00,4116,Male,54,Bangalore,Home,1672,4,COD,1.3,6688
292,1/13/2022 3:00,3850,Male,19,Pune,Sports,4647,1,Credit Card,2.8,4647
293,1/13/2022 4:00,2954,Female,42,Chennai,Electronics,4783,5,Debit Card,4.7,23915
294,1/13/2022 5:00,6208,Female,27,Bangalore,Fashion,599,5,COD,1,2995
